iri,label,definition,type
https://www.commoncoreontologies.org/ont00000061,Measurement Unit of Flow,A Measurement Unit that is used as a standard for measurement of the rate at which portions of a substance pass per unit of time.,class
https://www.commoncoreontologies.org/ont00000062,Frequency Measurement Artifact Function,A Measurement Artifact Function that is realized during events in which an Artifact is used to measure the Frequency of a specified object or class of objects.,class
https://www.commoncoreontologies.org/ont00000063,Multi-Hour Temporal Interval,A one-dimensional temporal region that is measured in Hours and spans at least one Hour.,class
https://www.commoncoreontologies.org/ont00000064,Book,"An Information Bearing Artifact that is designed to bear some specific Information Content Entity by means of ink, paper, parchment, or other materials fastened together to hinge at one side.",class
https://www.commoncoreontologies.org/ont00000065,Act of Location Change,An Act of Motion in which the location of some Object is changed by some Agent.,class
https://www.commoncoreontologies.org/ont00000066,Military Artifact Function,A Service Artifact Function that is realized in processes related to the armed services.,class
https://www.commoncoreontologies.org/ont00000067,Civil Time Reference System,A Temporal Reference System that is a statutory time scale as designated by civilian authorities to determine local time(s).,class
https://www.commoncoreontologies.org/ont00000068,Three-Dimensional Path,A Three-Dimensional Spatial Region that encompasses the spatial region through which some Object travels.,class
https://www.commoncoreontologies.org/ont00000069,Transcript,A Document that is designed to bear some specific Information Content Entity that was originally recorded in a different medium.,class
https://www.commoncoreontologies.org/ont00000070,Ground Track Point,A Zero-Dimensional Spatial Region that is an idealized point located on the surface of an Astronomical Body directly below an Object Track Point.,class
https://www.commoncoreontologies.org/ont00000071,Town,"A Local Administrative Region in which a human population permanently resides that is typically larger than the population of a Village but smaller than that of a City; is designated as a town based on a particular administrative, legal, or historical status; and which delimits a local Government that typically exercises less power than that of a City Government.",class
https://www.commoncoreontologies.org/ont00000072,Low Density Residential Area,A Populated Place where houses are on lots of more than one acre.,class
https://www.commoncoreontologies.org/ont00000073,Temporal Interval Identifier,A Temporal Region Identifier that designates some Temporal Interval.,class
https://www.commoncoreontologies.org/ont00000074,Measurement Unit of Acceleration,A Measurement Unit that is used as a standard for measurement of the rate at which objects change their velocities per unit of time.,class
https://www.commoncoreontologies.org/ont00000075,Optical Microscope,A Microscope that is designed to use visible light and a system of Optical Lenses to produce a significantly enlarged image of the Object.,class
https://www.commoncoreontologies.org/ont00000076,Wired Communication Artifact Function,A Communication Artifact Function that is realized in a process that conveys meaningful signs by means of a (usually cylindrical) flexible strand or rod of metal.,class
https://www.commoncoreontologies.org/ont00000077,Code Identifier,A Non-Name Identifier that consists of a string of characters that was created and assigned according to an encoding system such that metadata can be derived from the identifier.,class
https://www.commoncoreontologies.org/ont00000078,Act of Estimation,An Act of Measuring that involves the comparison of a measurement of a similar Entity or of a portion of the Entity being estimated to produce an approximated measurement of the target Entity.,class
https://www.commoncoreontologies.org/ont00000079,Act of Social Movement,"A Social Act composed of a series of performances, displays and campaigns directed at implementing, resisting or undoing a change in society.",class
https://www.commoncoreontologies.org/ont00000080,Standard Time of Day Identifier,"A Time of Day Identifier that designates an approximate Temporal Instant that is part of some Day and is specified using the Hours, Minutes, and Seconds of the Day that preceded the Temporal Instant.",class
https://www.commoncoreontologies.org/ont00000081,Cutting Weapon,"A Weapon that is designed to inflict harm, damage, or incapacity by means of separating some portion of its target into two or more portions through the application of acutely directed force.",class
https://www.commoncoreontologies.org/ont00000082,Green,"A Color that is between Yellow and Cyan with a wavelength in the visible spectrum, typically between 520 to 560 nanometers.",class
https://www.commoncoreontologies.org/ont00000083,Process Ending,"A Process Boundary that occurs on a Zero-Dimensional Temporal Region that is the ending instant of the One-Dimensional Temporal Region on which the Process, of which the Process Boundary is a part, occurs.",class
https://www.commoncoreontologies.org/ont00000084,Bodily Component,A Fiat Object Part located within or on the surface of an Agent.,class
https://www.commoncoreontologies.org/ont00000085,Minute,A Temporal Interval that is equal to sixty consecutive Seconds.,class
https://www.commoncoreontologies.org/ont00000086,Autopilot System,A Vehicle Control System that is designed to enable some Agent to control the trajectory of a Vehicle without constant 'hands-on' control.,class
